"","region_code","region_name","region_level","n_species","n_checklists"
"501","US-TX-041","Brazos","subnational2",315,13413
"502","US-TX-123","DeWitt","subnational2",315,3613
"503","US-TX-267","Kimble","subnational2",315,5802
"504","US-TX-473","Waller","subnational2",315,6302
"505","US-TX-259","Kendall","subnational2",313,7250
"506","US-TX-265","Kerr","subnational2",311,5926
"507","US-TX-229","Hudspeth","subnational2",309,2570
"508","US-TX-089","Colorado","subnational2",306,4125
"509","US-TX-119","Delta","subnational2",304,501
"510","US-TX-085","Collin","subnational2",303,17461
"511","US-TX-441","Taylor","subnational2",301,2547
"512","US-TX-175","Goliad","subnational2",300,1061
"513","US-TX-019","Bandera","subnational2",299,7182
"514","US-TX-099","Coryell","subnational2",299,2720
"515","US-TX-107","Crosby","subnational2",299,2276
"516","US-TX-505","Zapata","subnational2",299,3839
"517","US-TX-423","Smith","subnational2",298,5400
"518","US-TX-485","Wichita","subnational2",298,1898
"519","US-TX-339","Montgomery","subnational2",296,13296
"520","US-TX-109","Culberson","subnational2",295,3310
"521","US-TX-299","Llano","subnational2",294,2160
"522","US-TX-183","Gregg","subnational2",290,1935
"523","US-TX-031","Blanco","subnational2",289,5933
"524","US-TX-249","Jim Wells","subnational2",289,1369
"525","US-TX-255","Karnes","subnational2",289,838
"526","US-TX-271","Kinney","subnational2",287,1701
"527","US-TX-177","Gonzales","subnational2",286,2446
"528","US-TX-309","McLennan","subnational2",286,4164
"529","US-TX-325","Medina","subnational2",285,1893
"530","US-TX-493","Wilson","subnational2",284,3206
"531","US-TX-161","Freestone","subnational2",283,1105
"532","US-TX-375","Potter","subnational2",283,1532
"533","US-TX-149","Fayette","subnational2",281,2231
"534","US-TX-371","Pecos","subnational2",281,1387
"535","US-TX-203","Harrison","subnational2",279,2300
"536","US-TX-257","Kaufman","subnational2",279,1749
"537","US-TX-291","Liberty","subnational2",279,2415
"538","US-TX-139","Ellis","subnational2",278,3664
"539","US-TX-349","Navarro","subnational2",275,1497
"540","US-TX-251","Johnson","subnational2",274,2771
"541","US-TX-281","Lampasas","subnational2",274,1879
"542","US-TX-377","Presidio","subnational2",274,1580
"543","US-TX-481","Wharton","subnational2",274,1361
"544","US-TX-411","San Saba","subnational2",273,2354
"545","US-TX-017","Bailey","subnational2",272,1293
"546","US-TX-015","Austin","subnational2",271,2418
"547","US-TX-347","Nacogdoches","subnational2",270,2142
"548","US-TX-443","Terrell","subnational2",269,763
"549","US-TX-499","Wood","subnational2",267,1382
"550","US-TX-361","Orange","subnational2",266,1244
"551","US-TX-213","Henderson","subnational2",265,8887
"552","US-TX-477","Washington","subnational2",265,1250
"553","US-TX-487","Wilbarger","subnational2",265,2415
"554","US-TX-185","Grimes","subnational2",264,1175
"555","US-TX-363","Palo Pinto","subnational2",264,2820
"556","US-TX-401","Rusk","subnational2",263,1333
"557","US-TX-283","La Salle","subnational2",262,1335
"558","US-TX-241","Jasper","subnational2",261,1966
"559","US-TX-315","Marion","subnational2",261,1389
"560","US-TX-367","Parker","subnational2",260,1676
"561","US-TX-055","Caldwell","subnational2",259,2890
"562","US-TX-497","Wise","subnational2",258,1902
"563","US-TX-199","Hardin","subnational2",257,2751
"564","US-TX-009","Archer","subnational2",256,632
"565","US-TX-047","Brooks","subnational2",256,1673
"566","US-TX-471","Walker","subnational2",256,1707
"567","US-TX-189","Hale","subnational2",255,3519
"568","US-TX-035","Bosque","subnational2",253,986
"569","US-TX-051","Burleson","subnational2",253,1151
"570","US-TX-083","Coleman","subnational2",253,1342
"571","US-TX-449","Titus","subnational2",253,1079
"572","US-TX-013","Atascosa","subnational2",252,1424
"573","US-TX-171","Gillespie","subnational2",251,2168
"574","US-TX-287","Lee","subnational2",251,1145
"575","US-TX-285","Lavaca","subnational2",250,772
"576","US-TX-335","Mitchell","subnational2",250,789
"577","US-TX-097","Cooke","subnational2",249,884
"578","US-TX-385","Real","subnational2",249,2103
"579","US-TX-025","Bee","subnational2",248,2650
"580","US-TX-373","Polk","subnational2",248,1268
"581","US-TX-395","Robertson","subnational2",247,1276
"582","US-TX-305","Lynn","subnational2",246,1468
"583","US-TX-147","Fannin","subnational2",245,1047
"584","US-TX-233","Hutchinson","subnational2",245,1606
"585","US-TX-425","Somervell","subnational2",245,3147
"586","US-TX-077","Clay","subnational2",244,909
"587","US-TX-221","Hood","subnational2",244,909
"588","US-TX-447","Throckmorton","subnational2",244,1002
"589","US-TX-331","Milam","subnational2",242,1451
"590","US-TX-005","Angelina","subnational2",240,953
"591","US-TX-197","Hardeman","subnational2",240,797
"592","US-TX-507","Zavala","subnational2",239,495
"593","US-TX-049","Brown","subnational2",237,995
"594","US-TX-163","Frio","subnational2",237,914
"595","US-TX-459","Upshur","subnational2",237,1562
"596","US-TX-067","Cass","subnational2",236,874
"597","US-TX-137","Edwards","subnational2",236,2263
"598","US-TX-407","San Jacinto","subnational2",235,1133
"599","US-TX-045","Briscoe","subnational2",234,1041
"600","US-TX-219","Hockley","subnational2",233,1044
"601","US-TX-341","Moore","subnational2",233,647
"602","US-TX-129","Donley","subnational2",232,494
"603","US-TX-131","Duval","subnational2",232,670
"604","US-TX-319","Mason","subnational2",232,798
"605","US-TX-127","Dimmit","subnational2",231,552
"606","US-TX-217","Hill","subnational2",231,1573
"607","US-TX-277","Lamar","subnational2",231,848
"608","US-TX-343","Morris","subnational2",231,2465
"609","US-TX-037","Bowie","subnational2",230,1478
"610","US-TX-397","Rockwall","subnational2",230,876
"611","US-TX-001","Anderson","subnational2",226,677
"612","US-TX-307","McCulloch","subnational2",226,576
"613","US-TX-365","Panola","subnational2",226,761
"614","US-TX-023","Baylor","subnational2",225,501
"615","US-TX-153","Floyd","subnational2",225,888
"616","US-TX-179","Gray","subnational2",225,553
"617","US-TX-223","Hopkins","subnational2",225,730
"618","US-TX-253","Jones","subnational2",225,454
"619","US-TX-227","Howard","subnational2",224,757
"620","US-TX-313","Madison","subnational2",223,604
"621","US-TX-457","Tyler","subnational2",223,1339
"622","US-TX-211","Hemphill","subnational2",221,338
"623","US-TX-503","Young","subnational2",221,1295
"624","US-TX-095","Concho","subnational2",220,413
"625","US-TX-143","Erath","subnational2",220,1030
"626","US-TX-195","Hansford","subnational2",220,336
"627","US-TX-225","Houston","subnational2",220,607
"628","US-TX-159","Franklin","subnational2",219,1131
"629","US-TX-247","Jim Hogg","subnational2",219,1681
"630","US-TX-429","Stephens","subnational2",219,491
"631","US-TX-205","Hartley","subnational2",217,348
"632","US-TX-289","Leon","subnational2",217,763
"633","US-TX-125","Dickens","subnational2",216,312
"634","US-TX-293","Limestone","subnational2",216,463
"635","US-TX-413","Schleicher","subnational2",216,295
"636","US-TX-455","Trinity","subnational2",216,572
"637","US-TX-237","Jack","subnational2",215,608
"638","US-TX-405","San Augustine","subnational2",215,325
"639","US-TX-135","Ector","subnational2",214,443
"640","US-TX-337","Montague","subnational2",214,418
"641","US-TX-403","Sabine","subnational2",214,599
"642","US-TX-073","Cherokee","subnational2",213,655
"643","US-TX-081","Coke","subnational2",213,321
"644","US-TX-415","Scurry","subnational2",213,450
"645","US-TX-419","Shelby","subnational2",212,909
"646","US-TX-003","Andrews","subnational2",211,378
"647","US-TX-063","Camp","subnational2",211,1062
"648","US-TX-369","Parmer","subnational2",207,349
"649","US-TX-417","Shackelford","subnational2",207,387
"650","US-TX-207","Haskell","subnational2",206,258
"651","US-TX-399","Runnels","subnational2",206,289
"652","US-TX-145","Falls","subnational2",205,611
"653","US-TX-437","Swisher","subnational2",205,729
"654","US-TX-475","Ward","subnational2",205,500
"655","US-TX-105","Crockett","subnational2",204,918
"656","US-TX-193","Hamilton","subnational2",204,493
"657","US-TX-323","Maverick","subnational2",204,580
"658","US-TX-353","Nolan","subnational2",204,442
"659","US-TX-357","Ochiltree","subnational2",203,258
"660","US-TX-387","Red River","subnational2",203,737
"661","US-TX-327","Menard","subnational2",202,496
"662","US-TX-169","Garza","subnational2",201,505
"663","US-TX-275","Knox","subnational2",201,387
"664","US-TX-059","Callahan","subnational2",200,560
"665","US-TX-111","Dallam","subnational2",200,510
"666","US-TX-133","Eastland","subnational2",199,464
"667","US-TX-093","Comanche","subnational2",193,371
"668","US-TX-345","Motley","subnational2",193,328
"669","US-TX-435","Sutton","subnational2",192,649
"670","US-TX-279","Lamb","subnational2",191,505
"671","US-TX-445","Terry","subnational2",190,323
"672","US-TX-115","Dawson","subnational2",189,479
"673","US-TX-079","Cochran","subnational2",185,334
"674","US-TX-155","Foard","subnational2",183,457
"675","US-TX-333","Mills","subnational2",181,507
"676","US-TX-075","Childress","subnational2",180,299
"677","US-TX-033","Borden","subnational2",176,210
"678","US-TX-317","Martin","subnational2",176,423
"679","US-TX-351","Newton","subnational2",176,264
"680","US-TX-501","Yoakum","subnational2",173,263
"681","US-TX-301","Loving","subnational2",167,129
"682","US-TX-359","Oldham","subnational2",167,254
"683","US-TX-151","Fisher","subnational2",164,257
"684","US-TX-087","Collingsworth","subnational2",163,161
"685","US-TX-011","Armstrong","subnational2",162,228
"686","US-TX-235","Irion","subnational2",160,156
"687","US-TX-101","Cottle","subnational2",159,230
"688","US-TX-191","Hall","subnational2",159,712
"689","US-TX-431","Sterling","subnational2",159,239
"690","US-TX-433","Stonewall","subnational2",158,252
"691","US-TX-065","Carson","subnational2",155,697
"692","US-TX-393","Roberts","subnational2",155,189
"693","US-TX-483","Wheeler","subnational2",154,238
"694","US-TX-069","Castro","subnational2",153,230
"695","US-TX-263","Kent","subnational2",151,227
"696","US-TX-173","Glasscock","subnational2",148,298
"697","US-TX-461","Upton","subnational2",148,231
"698","US-TX-495","Winkler","subnational2",146,201
"699","US-TX-165","Gaines","subnational2",144,190
"700","US-TX-269","King","subnational2",143,244
"701","US-TX-117","Deaf Smith","subnational2",142,213
"702","US-TX-103","Crane","subnational2",136,172
"703","US-TX-421","Sherman","subnational2",134,190
"704","US-TX-295","Lipscomb","subnational2",129,141
"705","US-TX-383","Reagan","subnational2",129,201
"706","US-AZ-003","Cochise","subnational2",464,90747
"707","US-AZ-019","Pima","subnational2",463,171977
"708","US-AZ-013","Maricopa","subnational2",434,85462
"709","US-AZ-023","Santa Cruz","subnational2",431,72475
"710","US-AZ-021","Pinal","subnational2",399,18776
"711","US-AZ-005","Coconino","subnational2",394,45018
"712","US-AZ-015","Mohave","subnational2",389,22440
"713","US-AZ-025","Yavapai","subnational2",373,36061
"714","US-AZ-012","La Paz","subnational2",343,11680
"715","US-AZ-009","Graham","subnational2",342,4601
"716","US-AZ-007","Gila","subnational2",340,6350
"717","US-AZ-001","Apache","subnational2",334,7075
"718","US-AZ-027","Yuma","subnational2",328,7935
"719","US-AZ-017","Navajo","subnational2",310,6181
"720","US-AZ-011","Greenlee","subnational2",258,1558
"721","US-FL-103","Pinellas","subnational2",420,63249
"722","US-FL-086","Miami-Dade","subnational2",407,59076
"723","US-FL-009","Brevard","subnational2",403,54366
"724","US-FL-099","Palm Beach","subnational2",388,49244
"725","US-FL-087","Monroe","subnational2",385,37509
"726","US-FL-031","Duval","subnational2",370,32072
"727","US-FL-033","Escambia","subnational2",357,7263
"728","US-FL-101","Pasco","subnational2",356,23962
"729","US-FL-127","Volusia","subnational2",349,18484
"730","US-FL-011","Broward","subnational2",348,27553
"731","US-FL-091","Okaloosa","subnational2",348,6599
"732","US-FL-057","Hillsborough","subnational2",345,23900
"733","US-FL-071","Lee","subnational2",342,73716
"734","US-FL-021","Collier","subnational2",339,51361
"735","US-FL-001","Alachua","subnational2",337,51279
"736","US-FL-129","Wakulla","subnational2",337,12497
"737","US-FL-113","Santa Rosa","subnational2",332,4820
"738","US-FL-061","Indian River","subnational2",330,12946
"739","US-FL-115","Sarasota","subnational2",330,34931
"740","US-FL-037","Franklin","subnational2",329,6751
"741","US-FL-073","Leon","subnational2",328,27652
"742","US-FL-095","Orange","subnational2",328,35446
"743","US-FL-109","St. Johns","subnational2",321,19127
"744","US-FL-005","Bay","subnational2",314,6440
"745","US-FL-053","Hernando","subnational2",313,14212
"746","US-FL-105","Polk","subnational2",312,22558
"747","US-FL-015","Charlotte","subnational2",311,19563
"748","US-FL-081","Manatee","subnational2",305,11906
"749","US-FL-075","Levy","subnational2",304,6237
"750","US-FL-085","Martin","subnational2",301,9202
"751","US-FL-017","Citrus","subnational2",296,5679
"752","US-FL-069","Lake","subnational2",296,16513
"753","US-FL-117","Seminole","subnational2",288,18950
"754","US-FL-111","St. Lucie","subnational2",286,5199
"755","US-FL-089","Nassau","subnational2",284,4857
"756","US-FL-035","Flagler","subnational2",283,4560
"757","US-FL-045","Gulf","subnational2",283,2229
"758","US-FL-097","Osceola","subnational2",270,11444
"759","US-FL-029","Dixie","subnational2",268,1221
"760","US-FL-131","Walton","subnational2",268,2086
"761","US-FL-123","Taylor","subnational2",267,1350
"762","US-FL-055","Highlands","subnational2",266,6068
"763","US-FL-051","Hendry","subnational2",262,5553
"764","US-FL-093","Okeechobee","subnational2",255,3920
"765","US-FL-083","Marion","subnational2",252,8194
"766","US-FL-023","Columbia","subnational2",243,1520
"767","US-FL-019","Clay","subnational2",240,8734
"768","US-FL-063","Jackson","subnational2",240,2047
"769","US-FL-043","Glades","subnational2",239,2998
"770","US-FL-047","Hamilton","subnational2",233,601
"771","US-FL-107","Putnam","subnational2",231,1656
"772","US-FL-119","Sumter","subnational2",228,2462
"773","US-FL-065","Jefferson","subnational2",225,3373
"774","US-FL-039","Gadsden","subnational2",214,1632
"775","US-FL-067","Lafayette","subnational2",211,403
"776","US-FL-027","DeSoto","subnational2",206,1395
"777","US-FL-079","Madison","subnational2",205,938
"778","US-FL-121","Suwannee","subnational2",203,1248
"779","US-FL-007","Bradford","subnational2",202,547
"780","US-FL-049","Hardee","subnational2",200,947
"781","US-FL-133","Washington","subnational2",197,1481
"782","US-FL-041","Gilchrist","subnational2",194,599
"783","US-FL-077","Liberty","subnational2",190,691
"784","US-FL-125","Union","subnational2",187,459
"785","US-FL-003","Baker","subnational2",186,682
"786","US-FL-013","Calhoun","subnational2",182,920
"787","US-FL-059","Holmes","subnational2",179,539
"788","US-NM-053","Socorro","subnational2",405,20196
"789","US-NM-015","Eddy","subnational2",396,6386
"790","US-NM-051","Sierra","subnational2",391,5927
"791","US-NM-001","Bernalillo","subnational2",377,52285
"792","US-NM-013","Dona Ana","subnational2",377,10095
"793","US-NM-047","San Miguel","subnational2",355,8111
"794","US-NM-049","Santa Fe","subnational2",350,15246
"795","US-NM-041","Roosevelt","subnational2",345,4466
"796","US-NM-043","Sandoval","subnational2",337,11881
"797","US-NM-023","Hidalgo","subnational2",336,4928
"798","US-NM-017","Grant","subnational2",333,6338
"799","US-NM-005","Chaves","subnational2",332,3618
"800","US-NM-007","Colfax","subnational2",319,3707
"801","US-NM-035","Otero","subnational2",318,3852
"802","US-NM-045","San Juan","subnational2",317,3008
"803","US-NM-009","Curry","subnational2",306,2205
"804","US-NM-011","De Baca","subnational2",302,1448
"805","US-NM-039","Rio Arriba","subnational2",294,4937
"806","US-NM-006","Cibola","subnational2",285,2313
"807","US-NM-028","Los Alamos","subnational2",283,30231
"808","US-NM-033","Mora","subnational2",282,2713
"809","US-NM-025","Lea","subnational2",281,2358
"810","US-NM-061","Valencia","subnational2",281,4379
"811","US-NM-059","Union","subnational2",280,2125
"812","US-NM-057","Torrance","subnational2",278,2542
"813","US-NM-019","Guadalupe","subnational2",277,1253
"814","US-NM-037","Quay","subnational2",277,1468
"815","US-NM-029","Luna","subnational2",270,1993
"816","US-NM-003","Catron","subnational2",267,3746
"817","US-NM-027","Lincoln","subnational2",264,1893
"818","US-NM-055","Taos","subnational2",260,6299
"819","US-NM-021","Harding","subnational2",242,912
"820","US-NM-031","McKinley","subnational2",240,917
"821","US-OR-039","Lane","subnational2",394,64256
"822","US-OR-015","Curry","subnational2",373,8169
"823","US-OR-007","Clatsop","subnational2",360,12877
"824","US-OR-025","Harney","subnational2",359,18604
"825","US-OR-041","Lincoln","subnational2",359,37015
"826","US-OR-017","Deschutes","subnational2",348,30168
"827","US-OR-019","Douglas","subnational2",346,11257
"828","US-OR-057","Tillamook","subnational2",345,15612
"829","US-OR-011","Coos","subnational2",342,10220
"830","US-OR-035","Klamath","subnational2",334,16998
"831","US-OR-003","Benton","subnational2",326,82275
"832","US-OR-051","Multnomah","subnational2",324,59930
"833","US-OR-029","Jackson","subnational2",313,27467
"834","US-OR-037","Lake","subnational2",305,9478
"835","US-OR-061","Union","subnational2",305,7053
"836","US-OR-043","Linn","subnational2",296,12755
"837","US-OR-053","Polk","subnational2",296,15904
"838","US-OR-047","Marion","subnational2",295,25411
"839","US-OR-067","Washington","subnational2",295,45149
"840","US-OR-059","Umatilla","subnational2",289,5093
"841","US-OR-013","Crook","subnational2",282,4896
"842","US-OR-031","Jefferson","subnational2",282,5370
